channel,mcift_fraction,rough_higgs_target_fraction,ratio_to_target,absolute_delta
bb_like,0.5591404699440298,0.582,0.9607224569485048,-0.02285953005597019
WZ_like,0.316161439805291,0.24,1.317339332522046,0.076161439805291
gg_like,0.10001734222542981,0.086,1.1629923514584863,0.014017342225429816
tau_like,0.024090091400321527,0.063,0.3823824031797068,-0.038909908599678474
gamma_like,0.00040159400989316183,0.0023,0.17460609125789645,-0.0018984059901068382
mumu_like,0.00018906261503473805,0.00022,0.8593755228851729,-3.093738496526196e-05
