channel,BR_SM_ref,BR_v0_59_raw,delta_pct_v0_59_raw,BR_v0_60_implemented,delta_pct_v0_60_implemented,BR_v0_60_after_inverse_timeflow,delta_pct_v0_60_after_inverse_timeflow,hidden_log_correction
bb,0.582384276,0.61975574758,6.416978122545,0.595445752282,2.242759088822,0.582666715094,0.048497032976,-0.036880251443
WW,0.21369423,0.21320140941,-0.230619511933,0.204838557947,-4.144085712190,0.21347817885,-0.101102940353,0.026127160443
gg,0.0817977915,0.0688832690776,-15.788350987899,0.0732067879159,-10.502732930255,0.0815630350038,-0.286996130163,0.092902695627
tau,0.0626983071,0.0712617023836,13.658096493616,0.0684664533574,9.199843702656,0.0628829457267,0.294487419534,-0.100254213022
cc,0.028999217,0,-100.000000000000,0.0286314900237,-1.268058293793,0.0290003931379,0.004055757317,-0.002383089064
ZZ,0.0263992872,0.0266501761762,0.950362690921,0.0256048197433,-3.009427681254,0.0263867497329,-0.047491687794,0.014896061569
gamma,0.00226993871,1.71959690708e-06,-99.924244786896,0.00210865789812,-7.105073417590,0.00226606792839,-0.170523617903,0.056809147967
Zgamma,0.00153995842,6.091348074e-07,-99.960444723735,0.00146173872843,-5.079337893502,0.00153829982931,-0.107703602113,0.035865849045
mumu,0.000216994141,0.00024536664105,13.075237846998,0.000235742104426,8.639847758021,0.000217614696503,0.285977999355,-0.095197691418
