z,H_planck_lcdm_ref,H_raw_3d_no_transfer,raw_delta_pct,H_3d_transfer,transfer_delta_pct
0.0,67.4,67.4,0.0,67.4,0.0
0.25,76.8547507274274,94.32143534766989,22.72687693983906,76.87024041007507,0.020154489476654887
0.5,89.11404112147537,124.15556218651815,39.32210976413482,89.15168775190484,0.042245453079790427
0.75,103.83107544528758,156.66381928473376,50.88336378378908,103.8977087338893,0.06417470715386465
1.0,120.66294294438539,191.66261866226253,58.84132608186219,120.7655797856806,0.08506078070921437
1.5,159.59538675976825,268.5711581129741,68.28253219953167,159.79225687502947,0.12335576814482707
2.0,204.32318615370116,353.9827056498834,73.24646914207847,204.6463327919213,0.15815465895146438
