metric,flat,defect
rho_min,1.000000000000,0.790569415042
rho_max,1.000000000000,1.000000000000
anisotropy,0.000000000000,0.264911064067
lc_resid_norm_max,0.000000000000,0.209430584958
lc_resid_abs_t3,0.000000000000,0.628291754874
null_resid_norm_max,0.000000000000,0.375000000000
loop_R_rad,0.000000000000,0.209430584958
loop_defect,False,True
model_cone,True,True
gr_claim,False,False
