k_proxy,mu_eff,k_sound_proxy,k_rot_proxy
0.01,1.1474011856008968,2.5371559236171586,1.2685779618085793
0.1,1.1470255395328046,2.5371559236171586,1.2685779618085793
1.0,1.1181373066147073,2.5371559236171586,1.2685779618085793
10.0,0.9832836102913577,2.5371559236171586,1.2685779618085793
