H,k,L_eq,Omega_eq,mass_proxy,negative_modes,zero_symmetry_modes,positive_physical_modes,softest_positive_eigenvalue,softest_mode_frequency_unit_inertia,largest_positive_eigenvalue
1.01,0.010000000000000009,0.5879447357921315,0.08164965809277264,1.3305191388732147e-05,0,6,10,2.5660011963982473e-05,0.005065571237677195,0.002022454055673758
1.05,0.050000000000000044,1.3146843962443597,0.18257418583505544,0.0016631489235915185,0,6,10,0.0006415002990995598,0.025327856188385938,0.050561351391843964
1.1,0.10000000000000009,1.8592445034090574,0.2581988897471612,0.013305191388732141,0,6,10,0.0025660011963983265,0.05065571237677274,0.2022454055673757
1.25,0.25,2.939723678960656,0.408248290463863,0.20789361544893925,0,6,10,0.016037507477489783,0.1266392809419328,1.264033784796096
1.5,0.5,4.15739709641549,0.5773502691896257,1.663148923591514,0,6,10,0.06415002990995779,0.25327856188386294,5.056135139184386
2.0,1.0,5.879447357921312,0.816496580927726,13.305191388732112,0,6,10,0.25660011963983653,0.5065571237677312,20.224540556737537
3.0,2.0,8.31479419283098,1.1547005383792515,106.4415311098569,0,6,10,1.0264004785593246,1.0131142475354518,80.89816222695018
5.0,4.0,11.758894715842624,1.632993161855452,851.5322488788552,0,6,10,4.1056019142373845,2.026228495070925,323.5926489078006
10.0,9.0,17.638342073763937,2.449489742783178,9699.484522385708,0,6,10,20.784609690826628,4.559014113909567,1638.1877850957412
