z,H_planck_lcdm_ref,H_v055_transfer,v055_delta_pct,H_v054_raw_no_transfer,raw_delta_pct
0.0,67.4,67.4,0.0,67.4,0.0
0.25,76.8547507274274,77.0721947557347,0.28292854540441353,96.59067540747569,25.679511667461647
0.5,89.11404112147537,89.6425207131506,0.5930373990725452,130.04835908280046,45.93475668500509
0.75,103.83107544528758,104.76640883418504,0.9008222103895316,167.6699644483005,61.48341306225995
1.0,120.66294294438539,122.10353965858901,1.1939015235751422,209.38489260608873,73.52874668621008
1.5,159.59538675976825,162.35804173412564,1.731036861683157,304.9060567270813,91.04941747849057
2.0,204.32318615370116,208.85648918613816,2.2186924145881557,416.34310034007274,103.76693814224325
