stage,H075,delta_pct_vs_LCDM,sigma_vs_CC,status
v0.59 raw 3D,156.663819284734,50.883363783789,4.803080097090,FAIL_OVEREXPANDS
v0.60 reference-derived transfer scaffold,103.897708733889,0.064174707154,-0.102477774867,PASS_LIKE_SCAFFOLD
v0.61 first-principle ITF,111.004443394536,6.908690792698,0.558220878009,IMPROVED_NOT_FULL_PASS
